pdb_name,processed_path,quaternary_category,num_chains,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration,cluster
length_66_id_2,./train_set/processed_synthetic/length_66_id_2.pkl,homomer,1,66,66,0.3636363636363636,0.3939393939393939,0.2424242424242424,1.1193986937560392,3469
length_134_id_7,./train_set/processed_synthetic/length_134_id_7.pkl,homomer,1,134,134,0.126865671641791,0.8731343283582089,0.0,1.8239168667067711,234
length_228_id_1,./train_set/processed_synthetic/length_228_id_1.pkl,homomer,1,228,228,0.1535087719298245,0.8464912280701754,0.0,2.101853906091031,1843
length_172_id_6,./train_set/processed_synthetic/length_172_id_6.pkl,homomer,1,172,172,0.2965116279069767,0.1395348837209302,0.563953488372093,1.5195688030706924,1027
length_122_id_12,./train_set/processed_synthetic/length_122_id_12.pkl,homomer,1,122,122,0.2786885245901639,0.4836065573770491,0.2377049180327868,1.4793505917750482,287
length_118_id_24,./train_set/processed_synthetic/length_118_id_24.pkl,homomer,1,118,118,0.1271186440677966,0.8728813559322034,0.0,1.4409049856595095,240
length_121_id_20,./train_set/processed_synthetic/length_121_id_20.pkl,homomer,1,121,121,0.0991735537190082,0.9008264462809916,0.0,1.573493270537152,4000
length_146_id_24,./train_set/processed_synthetic/length_146_id_24.pkl,homomer,1,146,146,0.1780821917808219,0.821917808219178,0.0,1.4749305782722884,635
length_195_id_9,./train_set/processed_synthetic/length_195_id_9.pkl,homomer,1,195,195,0.2564102564102564,0.5384615384615384,0.2051282051282051,1.620046989218701,1349
length_130_id_23,./train_set/processed_synthetic/length_130_id_23.pkl,homomer,1,130,130,0.1923076923076923,0.3461538461538461,0.4615384615384615,1.473751789930132,411
length_145_id_16,./train_set/processed_synthetic/length_145_id_16.pkl,homomer,1,145,145,0.2137931034482758,0.0206896551724137,0.7655172413793103,1.4992743844148435,1148
length_133_id_11,./train_set/processed_synthetic/length_133_id_11.pkl,homomer,1,133,133,0.225563909774436,0.0,0.7744360902255639,1.5316045498902373,553
length_298_id_9,./train_set/processed_synthetic/length_298_id_9.pkl,homomer,1,298,298,0.0906040268456375,0.9093959731543624,0.0,2.011611294390672,3207
length_166_id_19,./train_set/processed_synthetic/length_166_id_19.pkl,homomer,1,166,166,0.2771084337349397,0.4578313253012048,0.2650602409638554,1.440134901017023,1105
length_78_id_4,./train_set/processed_synthetic/length_78_id_4.pkl,homomer,1,78,78,0.3205128205128205,0.3846153846153846,0.2948717948717949,1.237255070495056,3634
length_61_id_10,./train_set/processed_synthetic/length_61_id_10.pkl,homomer,1,61,61,0.2459016393442623,0.7213114754098361,0.0327868852459016,1.0706111890150798,3366
length_236_id_7,./train_set/processed_synthetic/length_236_id_7.pkl,homomer,1,236,236,0.2711864406779661,0.6271186440677966,0.1016949152542373,1.711341451400177,1958
length_293_id_16,./train_set/processed_synthetic/length_293_id_16.pkl,homomer,1,293,293,0.1740614334470989,0.825938566552901,0.0,1.771042809447706,2740
length_270_id_6,./train_set/processed_synthetic/length_270_id_6.pkl,homomer,1,270,270,0.1333333333333333,0.8666666666666667,0.0,1.816827278240827,2454
length_290_id_24,./train_set/processed_synthetic/length_290_id_24.pkl,homomer,1,290,290,0.2689655172413793,0.5655172413793104,0.1655172413793103,2.0470381335086287,2709
length_62_id_22,./train_set/processed_synthetic/length_62_id_22.pkl,homomer,1,62,62,0.3064516129032258,0.4516129032258064,0.2419354838709677,1.131956623090007,3357
length_229_id_22,./train_set/processed_synthetic/length_229_id_22.pkl,homomer,1,229,229,0.1965065502183406,0.6943231441048034,0.1091703056768559,1.8346993679002264,1862
length_261_id_0,./train_set/processed_synthetic/length_261_id_0.pkl,homomer,1,261,261,0.1034482758620689,0.896551724137931,0.0,1.940170843561944,2311
length_69_id_2,./train_set/processed_synthetic/length_69_id_2.pkl,homomer,1,69,69,0.144927536231884,0.855072463768116,0.0,1.1695548638284945,3527
length_213_id_14,./train_set/processed_synthetic/length_213_id_14.pkl,homomer,1,213,213,0.0704225352112676,0.9295774647887324,0.0,1.7272539245892342,1676
length_227_id_1,./train_set/processed_synthetic/length_227_id_1.pkl,homomer,1,227,227,0.211453744493392,0.6211453744493393,0.1674008810572687,1.698133170711755,1827
length_97_id_15,./train_set/processed_synthetic/length_97_id_15.pkl,homomer,1,97,97,0.1855670103092783,0.3298969072164948,0.4845360824742268,1.3144549919113075,87
length_265_id_13,./train_set/processed_synthetic/length_265_id_13.pkl,homomer,1,265,265,0.2150943396226415,0.5660377358490566,0.2188679245283019,1.7975123239210424,2221
length_60_id_19,./train_set/processed_synthetic/length_60_id_19.pkl,homomer,1,60,60,0.3833333333333333,0.3166666666666666,0.3,1.1788586287233067,3354
length_232_id_20,./train_set/processed_synthetic/length_232_id_20.pkl,homomer,1,232,232,0.2758620689655172,0.5474137931034483,0.1767241379310344,1.6560006373077092,2322
length_247_id_15,./train_set/processed_synthetic/length_247_id_15.pkl,homomer,1,247,247,0.0931174089068826,0.9068825910931174,0.0,1.7797894150141578,1334
length_231_id_12,./train_set/processed_synthetic/length_231_id_12.pkl,homomer,1,231,231,0.1948051948051948,0.70995670995671,0.0952380952380952,2.054830569935944,1878
length_341_id_18,./train_set/processed_synthetic/length_341_id_18.pkl,homomer,1,341,341,0.2404692082111437,0.6422287390029325,0.1173020527859237,1.9086056074797288,3213
length_288_id_14,./train_set/processed_synthetic/length_288_id_14.pkl,homomer,1,288,288,0.1145833333333333,0.8854166666666666,0.0,2.0501242849208245,2949
length_271_id_9,./train_set/processed_synthetic/length_271_id_9.pkl,homomer,1,271,271,0.1365313653136531,0.6678966789667896,0.1955719557195571,1.919859033077679,2470
length_237_id_8,./train_set/processed_synthetic/length_237_id_8.pkl,homomer,1,237,237,0.1308016877637131,0.869198312236287,0.0,1.7532410001899792,1976
length_79_id_20,./train_set/processed_synthetic/length_79_id_20.pkl,homomer,1,79,79,0.189873417721519,0.810126582278481,0.0,1.1756967263301437,3603
length_314_id_10,./train_set/processed_synthetic/length_314_id_10.pkl,homomer,1,314,314,0.2961783439490446,0.3949044585987261,0.3089171974522293,1.973257146631071,2976
length_91_id_4,./train_set/processed_synthetic/length_91_id_4.pkl,homomer,1,91,91,0.1648351648351648,0.8351648351648352,0.0,1.2753953881890088,3857
length_253_id_5,./train_set/processed_synthetic/length_253_id_5.pkl,homomer,1,253,253,0.2569169960474308,0.6679841897233202,0.075098814229249,1.987155565234164,2210
length_215_id_4,./train_set/processed_synthetic/length_215_id_4.pkl,homomer,1,215,215,0.1069767441860465,0.8930232558139535,0.0,2.0108777190875085,1661
length_109_id_2,./train_set/processed_synthetic/length_109_id_2.pkl,homomer,1,109,109,0.3027522935779816,0.5045871559633027,0.1926605504587156,1.410884263448252,127
length_132_id_18,./train_set/processed_synthetic/length_132_id_18.pkl,homomer,1,132,132,0.1212121212121212,0.8787878787878788,0.0,1.496165341490182,344
length_164_id_22,./train_set/processed_synthetic/length_164_id_22.pkl,homomer,1,164,164,0.0670731707317073,0.9329268292682928,0.0,1.9693831235879744,782
length_118_id_4,./train_set/processed_synthetic/length_118_id_4.pkl,homomer,1,118,118,0.2457627118644068,0.1864406779661017,0.5677966101694916,1.6203521752728354,242
length_204_id_2,./train_set/processed_synthetic/length_204_id_2.pkl,homomer,1,204,204,0.2549019607843137,0.5049019607843137,0.2401960784313725,1.725437320525279,1479
length_111_id_17,./train_set/processed_synthetic/length_111_id_17.pkl,homomer,1,111,111,0.1171171171171171,0.8828828828828829,0.0,1.3120287634704884,153
length_242_id_3,./train_set/processed_synthetic/length_242_id_3.pkl,homomer,1,242,242,0.2024793388429752,0.6570247933884298,0.140495867768595,1.7058760147154788,1105
length_128_id_13,./train_set/processed_synthetic/length_128_id_13.pkl,homomer,1,128,128,0.2890625,0.0,0.7109375,1.4816909510422656,374
length_167_id_10,./train_set/processed_synthetic/length_167_id_10.pkl,homomer,1,167,167,0.1317365269461078,0.8562874251497006,0.0119760479041916,1.6814301066375532,949
length_80_id_2,./train_set/processed_synthetic/length_80_id_2.pkl,homomer,1,80,80,0.35,0.4375,0.2125,1.2508269814851656,3840
length_100_id_14,./train_set/processed_synthetic/length_100_id_14.pkl,homomer,1,100,100,0.2,0.49,0.31,1.410964651594351,3
length_139_id_10,./train_set/processed_synthetic/length_139_id_10.pkl,homomer,1,139,139,0.2733812949640288,0.0215827338129496,0.7050359712230215,1.582012962884979,522
length_176_id_13,./train_set/processed_synthetic/length_176_id_13.pkl,homomer,1,176,176,0.2386363636363636,0.5625,0.1988636363636363,1.6279001751819604,1069
length_173_id_9,./train_set/processed_synthetic/length_173_id_9.pkl,homomer,1,173,173,0.1791907514450867,0.8208092485549133,0.0,1.6973676815007868,1043
length_175_id_21,./train_set/processed_synthetic/length_175_id_21.pkl,homomer,1,175,175,0.2571428571428571,0.5542857142857143,0.1885714285714285,1.4695212493090888,1693
length_238_id_8,./train_set/processed_synthetic/length_238_id_8.pkl,homomer,1,238,238,0.2815126050420168,0.542016806722689,0.1764705882352941,1.6678469660013415,1488
length_183_id_24,./train_set/processed_synthetic/length_183_id_24.pkl,homomer,1,183,183,0.2021857923497267,0.7978142076502732,0.0,1.580437381055566,1179
length_305_id_7,./train_set/processed_synthetic/length_305_id_7.pkl,homomer,1,305,305,0.2393442622950819,0.5475409836065573,0.2131147540983606,1.8197542315567192,2221
length_180_id_16,./train_set/processed_synthetic/length_180_id_16.pkl,homomer,1,180,180,0.2,0.6833333333333333,0.1166666666666666,1.5828625875096285,1130
length_343_id_6,./train_set/processed_synthetic/length_343_id_6.pkl,homomer,1,343,343,0.1603498542274052,0.8396501457725948,0.0,2.3262789925175875,3245
length_275_id_19,./train_set/processed_synthetic/length_275_id_19.pkl,homomer,1,275,275,0.2327272727272727,0.6218181818181818,0.1454545454545454,1.909994351910716,2519
length_305_id_13,./train_set/processed_synthetic/length_305_id_13.pkl,homomer,1,305,305,0.2393442622950819,0.6262295081967213,0.1344262295081967,1.9091563791227533,2221
length_68_id_23,./train_set/processed_synthetic/length_68_id_23.pkl,homomer,1,68,68,0.25,0.75,0.0,1.1387662059411652,3512
length_106_id_2,./train_set/processed_synthetic/length_106_id_2.pkl,homomer,1,106,106,0.320754716981132,0.4056603773584906,0.2735849056603773,1.3457971857337718,9
length_140_id_3,./train_set/processed_synthetic/length_140_id_3.pkl,homomer,1,140,140,0.3,0.0,0.7,1.59052135710825,553
length_306_id_21,./train_set/processed_synthetic/length_306_id_21.pkl,homomer,1,306,306,0.088235294117647,0.9117647058823528,0.0,1.8611365801865087,2893
length_349_id_22,./train_set/processed_synthetic/length_349_id_22.pkl,homomer,1,349,349,0.2292263610315186,0.4040114613180516,0.3667621776504298,2.216078298928799,3310
length_299_id_17,./train_set/processed_synthetic/length_299_id_17.pkl,homomer,1,299,299,0.2809364548494983,0.5250836120401338,0.1939799331103679,1.7676302164844735,2352
length_287_id_0,./train_set/processed_synthetic/length_287_id_0.pkl,homomer,1,287,287,0.1010452961672473,0.8989547038327527,0.0,1.8585010810092368,3005
length_256_id_16,./train_set/processed_synthetic/length_256_id_16.pkl,homomer,1,256,256,0.12109375,0.87890625,0.0,1.8246308631747064,2247
length_219_id_15,./train_set/processed_synthetic/length_219_id_15.pkl,homomer,1,219,219,0.2100456621004566,0.589041095890411,0.2009132420091324,1.7425955104675188,1707
length_151_id_5,./train_set/processed_synthetic/length_151_id_5.pkl,homomer,1,151,151,0.23841059602649,0.5165562913907285,0.2450331125827814,1.5634204425056415,722
length_117_id_4,./train_set/processed_synthetic/length_117_id_4.pkl,homomer,1,117,117,0.1452991452991453,0.8547008547008547,0.0,1.3956401441201656,86
length_220_id_11,./train_set/processed_synthetic/length_220_id_11.pkl,homomer,1,220,220,0.2409090909090909,0.5363636363636364,0.2227272727272727,1.627392280292862,2509
length_255_id_24,./train_set/processed_synthetic/length_255_id_24.pkl,homomer,1,255,255,0.2745098039215686,0.5254901960784314,0.2,1.692760487213654,2352
length_223_id_23,./train_set/processed_synthetic/length_223_id_23.pkl,homomer,1,223,223,0.2197309417040358,0.4708520179372197,0.3094170403587444,1.8314813848209728,1772
length_260_id_8,./train_set/processed_synthetic/length_260_id_8.pkl,homomer,1,260,260,0.1807692307692307,0.6423076923076924,0.1769230769230769,1.9240677859146325,2309
length_226_id_9,./train_set/processed_synthetic/length_226_id_9.pkl,homomer,1,226,226,0.2389380530973451,0.5619469026548672,0.1991150442477876,1.6578549544124628,1826
length_244_id_20,./train_set/processed_synthetic/length_244_id_20.pkl,homomer,1,244,244,0.1270491803278688,0.8729508196721312,0.0,1.763434505202893,2081
length_231_id_15,./train_set/processed_synthetic/length_231_id_15.pkl,homomer,1,231,231,0.1861471861471861,0.6666666666666666,0.1471861471861472,1.7030270336634057,1881
length_247_id_12,./train_set/processed_synthetic/length_247_id_12.pkl,homomer,1,247,247,0.1538461538461538,0.8461538461538461,0.0,1.7324874977498468,2121
length_208_id_11,./train_set/processed_synthetic/length_208_id_11.pkl,homomer,1,208,208,0.1971153846153846,0.7115384615384616,0.0913461538461538,1.9065219734832328,1533
length_288_id_13,./train_set/processed_synthetic/length_288_id_13.pkl,homomer,1,288,288,0.1458333333333333,0.8541666666666666,0.0,1.8278986883851311,2674
length_314_id_17,./train_set/processed_synthetic/length_314_id_17.pkl,homomer,1,314,314,0.0859872611464968,0.9140127388535032,0.0,1.9825071916458683,2979
length_191_id_12,./train_set/processed_synthetic/length_191_id_12.pkl,homomer,1,191,191,0.3507853403141361,0.094240837696335,0.5549738219895288,1.6993941503664125,1275
length_109_id_5,./train_set/processed_synthetic/length_109_id_5.pkl,homomer,1,109,109,0.3119266055045872,0.0,0.6880733944954128,1.4295801228223397,130
length_215_id_3,./train_set/processed_synthetic/length_215_id_3.pkl,homomer,1,215,215,0.2232558139534883,0.5767441860465117,0.2,1.6123813281991943,1660
length_253_id_2,./train_set/processed_synthetic/length_253_id_2.pkl,homomer,1,253,253,0.1778656126482213,0.8221343873517787,0.0,1.82178647588181,2207
length_185_id_7,./train_set/processed_synthetic/length_185_id_7.pkl,homomer,1,185,185,0.3513513513513513,0.4378378378378378,0.2108108108108108,1.539866271203824,799
length_91_id_3,./train_set/processed_synthetic/length_91_id_3.pkl,homomer,1,91,91,0.2857142857142857,0.3296703296703296,0.3846153846153846,1.2768444009142208,3518
length_192_id_20,./train_set/processed_synthetic/length_192_id_20.pkl,homomer,1,192,192,0.1145833333333333,0.8854166666666666,0.0,2.1209433121763808,782
length_144_id_18,./train_set/processed_synthetic/length_144_id_18.pkl,homomer,1,144,144,0.2569444444444444,0.1805555555555555,0.5625,1.5012202127597638,603
length_112_id_22,./train_set/processed_synthetic/length_112_id_22.pkl,homomer,1,112,112,0.2142857142857142,0.5,0.2857142857142857,1.5912818353182534,165
length_80_id_5,./train_set/processed_synthetic/length_80_id_5.pkl,homomer,1,80,80,0.275,0.575,0.15,1.2248722321697203,3707
length_194_id_1,./train_set/processed_synthetic/length_194_id_1.pkl,homomer,1,194,194,0.3298969072164948,0.422680412371134,0.2474226804123711,1.6065675566537725,1321
length_242_id_4,./train_set/processed_synthetic/length_242_id_4.pkl,homomer,1,242,242,0.2479338842975206,0.5909090909090909,0.1611570247933884,1.6945940945921196,2668
length_111_id_10,./train_set/processed_synthetic/length_111_id_10.pkl,homomer,1,111,111,0.1081081081081081,0.8918918918918919,0.0,1.3870844715371562,336
length_204_id_5,./train_set/processed_synthetic/length_204_id_5.pkl,homomer,1,204,204,0.0784313725490196,0.9215686274509804,0.0,1.7838606441907832,1790
length_118_id_3,./train_set/processed_synthetic/length_118_id_3.pkl,homomer,1,118,118,0.3135593220338983,0.1779661016949152,0.5084745762711864,1.4385113878943845,241
length_139_id_17,./train_set/processed_synthetic/length_139_id_17.pkl,homomer,1,139,139,0.3525179856115107,0.0,0.6474820143884892,1.5454472995496746,553
length_176_id_14,./train_set/processed_synthetic/length_176_id_14.pkl,homomer,1,176,176,0.2045454545454545,0.5454545454545454,0.25,1.5241469873961797,1070
length_100_id_13,./train_set/processed_synthetic/length_100_id_13.pkl,homomer,1,100,100,0.36,0.51,0.13,1.2644665559581765,2
length_103_id_21,./train_set/processed_synthetic/length_103_id_21.pkl,homomer,1,103,103,0.3203883495145631,0.0,0.6796116504854369,1.4915154149439909,24
length_162_id_8,./train_set/processed_synthetic/length_162_id_8.pkl,homomer,1,162,162,0.1234567901234567,0.8765432098765432,0.0,1.6264331671560763,675
length_183_id_23,./train_set/processed_synthetic/length_183_id_23.pkl,homomer,1,183,183,0.1147540983606557,0.8852459016393442,0.0,1.725515849049308,1178
length_124_id_9,./train_set/processed_synthetic/length_124_id_9.pkl,homomer,1,124,124,0.25,0.4435483870967742,0.3064516129032258,1.404582153232411,326
length_305_id_0,./train_set/processed_synthetic/length_305_id_0.pkl,homomer,1,305,305,0.1081967213114754,0.8918032786885246,0.0,1.9250228211710965,2916
length_180_id_11,./train_set/processed_synthetic/length_180_id_11.pkl,homomer,1,180,180,0.1722222222222222,0.8277777777777777,0.0,1.53930282812176,1125
length_87_id_18,./train_set/processed_synthetic/length_87_id_18.pkl,homomer,1,87,87,0.1839080459770115,0.8160919540229885,0.0,1.4117045978126097,3810
length_68_id_24,./train_set/processed_synthetic/length_68_id_24.pkl,homomer,1,68,68,0.2058823529411764,0.7941176470588235,0.0,1.1976950396451382,3513
length_305_id_14,./train_set/processed_synthetic/length_305_id_14.pkl,homomer,1,305,305,0.1081967213114754,0.8918032786885246,0.0,2.0671274967191327,2877
length_203_id_19,./train_set/processed_synthetic/length_203_id_19.pkl,homomer,1,203,203,0.1231527093596059,0.8768472906403941,0.0,1.87622636635205,1462
length_296_id_1,./train_set/processed_synthetic/length_296_id_1.pkl,homomer,1,296,296,0.3141891891891892,0.5202702702702703,0.1655405405405405,1.7872643630465264,2776
length_370_id_21,./train_set/processed_synthetic/length_370_id_21.pkl,homomer,1,370,370,0.2621621621621621,0.5432432432432432,0.1945945945945946,1.9797327973477048,2221
length_140_id_4,./train_set/processed_synthetic/length_140_id_4.pkl,homomer,1,140,140,0.15,0.85,0.0,1.4590854946079344,706
length_117_id_3,./train_set/processed_synthetic/length_117_id_3.pkl,homomer,1,117,117,0.4444444444444444,0.0341880341880341,0.5213675213675214,1.474706551768816,229
length_220_id_16,./train_set/processed_synthetic/length_220_id_16.pkl,homomer,1,220,220,0.1681818181818181,0.8318181818181818,0.0,1.768155725466943,1719
length_151_id_2,./train_set/processed_synthetic/length_151_id_2.pkl,homomer,1,151,151,0.2582781456953642,0.4437086092715231,0.2980132450331126,1.608422590377975,393
length_219_id_12,./train_set/processed_synthetic/length_219_id_12.pkl,homomer,1,219,219,0.2100456621004566,0.7899543378995434,0.0,1.882677749479983,1705
length_223_id_24,./train_set/processed_synthetic/length_223_id_24.pkl,homomer,1,223,223,0.0538116591928251,0.9461883408071748,0.0,1.770013224665738,1773
length_86_id_11,./train_set/processed_synthetic/length_86_id_11.pkl,homomer,1,86,86,0.3023255813953488,0.2441860465116279,0.4534883720930232,1.3787474395493935,3790
length_274_id_17,./train_set/processed_synthetic/length_274_id_17.pkl,homomer,1,274,274,0.2591240875912409,0.5401459854014599,0.2007299270072992,1.7388073861518412,2505
length_202_id_10,./train_set/processed_synthetic/length_202_id_10.pkl,homomer,1,202,202,0.198019801980198,0.7178217821782178,0.0841584158415841,1.7833759704815035,1440
length_85_id_23,./train_set/processed_synthetic/length_85_id_23.pkl,homomer,1,85,85,0.1058823529411764,0.8941176470588236,0.0,1.4393602794791396,3737
length_286_id_8,./train_set/processed_synthetic/length_286_id_8.pkl,homomer,1,286,286,0.2692307692307692,0.548951048951049,0.1818181818181818,1.7808957105415717,2660
length_201_id_22,./train_set/processed_synthetic/length_201_id_22.pkl,homomer,1,201,201,0.2039800995024875,0.6368159203980099,0.1592039800995024,1.9731068518947723,1432
length_327_id_12,./train_set/processed_synthetic/length_327_id_12.pkl,homomer,1,327,327,0.3180428134556575,0.5504587155963303,0.1314984709480122,1.8839318080316327,2809
length_326_id_3,./train_set/processed_synthetic/length_326_id_3.pkl,homomer,1,326,326,0.1104294478527607,0.8895705521472392,0.0,1.999725426599388,3110
length_70_id_14,./train_set/processed_synthetic/length_70_id_14.pkl,homomer,1,70,70,0.0714285714285714,0.9285714285714286,0.0,1.627401057009814,3497
length_282_id_12,./train_set/processed_synthetic/length_282_id_12.pkl,homomer,1,282,282,0.1418439716312056,0.8581560283687943,0.0,1.7560891729129628,2893
length_324_id_20,./train_set/processed_synthetic/length_324_id_20.pkl,homomer,1,324,324,0.2438271604938271,0.5709876543209876,0.1851851851851851,1.834895690246369,3019
length_198_id_21,./train_set/processed_synthetic/length_198_id_21.pkl,homomer,1,198,198,0.2777777777777778,0.5252525252525253,0.1969696969696969,1.5391120235982658,1750
length_77_id_3,./train_set/processed_synthetic/length_77_id_3.pkl,homomer,1,77,77,0.2597402597402597,0.7402597402597403,0.0,1.1840215950172412,3663
length_125_id_6,./train_set/processed_synthetic/length_125_id_6.pkl,homomer,1,125,125,0.24,0.76,0.0,1.395877108021001,341
length_239_id_0,./train_set/processed_synthetic/length_239_id_0.pkl,homomer,1,239,239,0.2970711297071129,0.5523012552301255,0.1506276150627615,1.6758341514837585,1750
length_163_id_7,./train_set/processed_synthetic/length_163_id_7.pkl,homomer,1,163,163,0.3067484662576687,0.5030674846625767,0.1901840490797546,1.5378795808797745,907
length_172_id_1,./train_set/processed_synthetic/length_172_id_1.pkl,homomer,1,172,172,0.2558139534883721,0.5581395348837209,0.1860465116279069,1.5354979575559904,1018
length_66_id_5,./train_set/processed_synthetic/length_66_id_5.pkl,homomer,1,66,66,0.3181818181818182,0.6818181818181818,0.0,1.1675884928850984,3476
length_228_id_6,./train_set/processed_synthetic/length_228_id_6.pkl,homomer,1,228,228,0.1666666666666666,0.8333333333333334,0.0,1.7499310465457845,1854
length_134_id_0,./train_set/processed_synthetic/length_134_id_0.pkl,homomer,1,134,134,0.3208955223880597,0.3507462686567164,0.3283582089552239,1.4372463341927906,456
length_154_id_12,./train_set/processed_synthetic/length_154_id_12.pkl,homomer,1,154,154,0.3311688311688311,0.3051948051948052,0.3636363636363636,1.561656154129916,761
length_181_id_18,./train_set/processed_synthetic/length_181_id_18.pkl,homomer,1,181,181,0.2707182320441988,0.5359116022099447,0.1933701657458563,1.4852904228914037,1750
length_157_id_20,./train_set/processed_synthetic/length_157_id_20.pkl,homomer,1,157,157,0.3184713375796178,0.2547770700636942,0.4267515923566879,1.5372356824711515,815
length_289_id_8,./train_set/processed_synthetic/length_289_id_8.pkl,homomer,1,289,289,0.314878892733564,0.5224913494809689,0.1626297577854671,1.8197969078630143,2696
length_109_id_20,./train_set/processed_synthetic/length_109_id_20.pkl,homomer,1,109,109,0.3669724770642202,0.0275229357798165,0.6055045871559633,1.4542044042015851,4006
length_146_id_23,./train_set/processed_synthetic/length_146_id_23.pkl,homomer,1,146,146,0.2397260273972602,0.4315068493150685,0.3287671232876712,1.6127332463045154,634
length_145_id_11,./train_set/processed_synthetic/length_145_id_11.pkl,homomer,1,145,145,0.3103448275862069,0.5241379310344828,0.1655172413793103,1.4657719836658754,612
length_329_id_3,./train_set/processed_synthetic/length_329_id_3.pkl,homomer,1,329,329,0.2583586626139817,0.4832826747720364,0.2583586626139817,1.969578327479333,3141
length_189_id_22,./train_set/processed_synthetic/length_189_id_22.pkl,homomer,1,189,189,0.2116402116402116,0.0,0.7883597883597884,1.7966671074652871,1796
length_184_id_8,./train_set/processed_synthetic/length_184_id_8.pkl,homomer,1,184,184,0.2445652173913043,0.7119565217391305,0.0434782608695652,1.5645910511618482,1197
length_110_id_19,./train_set/processed_synthetic/length_110_id_19.pkl,homomer,1,110,110,0.2818181818181818,0.3454545454545454,0.3727272727272727,1.3618864190098072,142
length_293_id_11,./train_set/processed_synthetic/length_293_id_11.pkl,homomer,1,293,293,0.0955631399317406,0.9044368600682594,0.0,1.8975942923760487,2736
length_343_id_24,./train_set/processed_synthetic/length_343_id_24.pkl,homomer,1,343,343,0.1020408163265306,0.8979591836734694,0.0,2.111273800430003,3241
length_270_id_1,./train_set/processed_synthetic/length_270_id_1.pkl,homomer,1,270,270,0.1962962962962963,0.662962962962963,0.1407407407407407,1.9084047269261035,2448
length_61_id_17,./train_set/processed_synthetic/length_61_id_17.pkl,homomer,1,61,61,0.3770491803278688,0.3278688524590163,0.2950819672131147,1.1467884236169994,3373
length_78_id_3,./train_set/processed_synthetic/length_78_id_3.pkl,homomer,1,78,78,0.2179487179487179,0.782051282051282,0.0,1.3066009100868374,3679
length_236_id_0,./train_set/processed_synthetic/length_236_id_0.pkl,homomer,1,236,236,0.3135593220338983,0.5,0.1864406779661017,1.6058693377964426,1105
length_209_id_18,./train_set/processed_synthetic/length_209_id_18.pkl,homomer,1,209,209,0.1961722488038277,0.8038277511961722,0.0,1.960738181563301,1196
